"CIS_ID","Check_ID","Title","Status","Value","Condition","Rules","Description","Rationale","Remediation","Compliance"
"26107","26107","Ensure 'Windows Mobile Hotspot Service (icssvc)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\icssvc -> Start -> 4","Provides the ability to share a cellular data connection with another device. The recommended state for this setting is: Disabled.","The capability to run a mobile hotspot from a domain-connected computer could easily expose the internal network to wardrivers or other hackers.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Windows Mobile Hotspot Service.","CIS: 5.36; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26108","26108","Ensure 'Windows Push Notifications System Service (WpnService)' is set to 'Disabled'.","FAIL","2","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WpnService -> Start -> 4","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server. The recommended state for this setting is: Disabled. Note: In the first two releases of Windows 10 (R1507 & R1511), the display name of this service was initially named Windows Push Notifications Service - but it was renamed to Windows Push Noti","Windows Push Notification Services (WNS) is a mechanism to receive third-party notifications and updates from the cloud/Internet. In a high security environment, external systems, especially those hosted outside the organization, should be prevented from having an impact on the secure workstations.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Windows Push Notifications System Service.","CIS: 5.37; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26109","26109","Ensure 'Windows PushToInstall Service (PushToInstall)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\PushToInstall -> Start -> 4","This service manages Apps that are pushed to the device from the Microsoft Store App running on other devices or the web. The recommended state for this setting is: Disabled.","In a high security managed environment, application installations should be managed centrally by IT staff, not by end users.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Windows PushToInstall Service (PushToInstall).","CIS: 5.38; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26110","26110","Ensure 'Windows Remote Management (WS- Management) (WinRM)' is set to 'Disabled'.","FAIL","2","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WinRM -> Start -> 4","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The recommended state for this setting is: Disabled.","Features that enable inbound network connections increase the attack surface. In a high security environment, management of secure workstations should be handled locally.","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Windows Remote Management (WS-Management).","CIS: 5.39; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26111","26111","Ensure 'World Wide Web Publishing Service (W3SVC)' is set to 'Disabled' or 'Not Installed'.","FAIL","3","any","not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC | not r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC -> Start | r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC -> Start -> 4","Provides Web connectivity and administration through the Internet Information Services Manager. The recommended state for this setting is: Disabled or Not Installed. Note: This service is not installed by default. It is supplied with Windows, but is installed by enabling an optional Windows feature (Internet Information Services - World Wide Web Services). Note #2: An organization may choose to se","Hosting a website from a workstation is an increased security risk, as the attack surface of that workstation is then greatly increased. If proper security mitigations are not followed, the chance of successful attack increases significantly. Note: This security concern applies to any web server application installed on a workstation, not just IIS.","To establish the recommended configuration via GP, set the following UI path to: Disabled or ensure the service is not installed. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\World Wide Web Publishing Service.","CIS: 5.40; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26112","26112","Ensure 'Xbox Accessory Management Service (XboxGipSvc)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\XboxGipSvc -> Start -> 4","This service manages connected Xbox Accessories. The recommended state for this setting is: Disabled.","Xbox Live is a gaming service and has no place in an enterprise managed environment (perhaps unless it is a gaming company).","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Xbox Accessory Management Service.","CIS: 5.41; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26113","26113","Ensure 'Xbox Live Auth Manager (XblAuthManager)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\XblAuthManager -> Start -> 4","Provides authentication and authorization services for interacting with Xbox Live. The recommended state for this setting is: Disabled.","Xbox Live is a gaming service and has no place in an enterprise managed environment (perhaps unless it is a gaming company).","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Xbox Live Auth Manager.","CIS: 5.42; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26114","26114","Ensure 'Xbox Live Game Save (XblGameSave)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\XblGameSave -> Start -> 4","This service syncs save data for Xbox Live save enabled games. The recommended state for this setting is: Disabled.","Xbox Live is a gaming service and has no place in an enterprise managed environment (perhaps unless it is a gaming company).","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Xbox Live Game Save.","CIS: 5.43; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26115","26115","Ensure 'Xbox Live Networking Service (XboxNetApiSvc)' is set to 'Disabled'.","FAIL","3","all","r:HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\XboxNetApiSvc -> Start -> 4","This service supports the Windows.Networking.XboxLive application programming interface. The recommended state for this setting is: Disabled.","Xbox Live is a gaming service and has no place in an enterprise managed environment (perhaps unless it is a gaming company).","To establish the recommended configuration via GP, set the following UI path to: Disabled. Computer Configuration\\Policies\\Windows Settings\\Security Settings\\System Services\\Xbox Live Networking Service.","CIS: 5.44; CSC v8: 4.8; CSC v7: 9.2; PCI-DSS: 1.1.6; SOC2: CC6.3; CMMC: CM.L2-3.4.7"
"26116","26116","Ensure 'Windows Firewall: Domain: Firewall state' is set to 'On (recommended)'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile | not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile -> EnableFirewall | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile -> EnableFirewall -> 1","Select On (recommended) to have Windows Firewall with Advanced Security use the settings for this profile to filter network traffic. If you select Off, Windows Firewall with Advanced Security will not use any of the firewall rules or connection security rules for this profile. The recommended state for this setting is: On (recommended).","If the firewall is turned off all traffic will be able to access the system and an attacker may be more easily able to remotely exploit a weakness in a network service.","To establish the recommended configuration via GP, set the following UI path to On (recommended): Computer Configuration\\Policies\\Windows Settings\\Security Settings\\Windows Defender Firewall with Advanced Security\\Windows Defender Firewall with Advanced Security\\Windows Firewall Properties\\Domain Profile\\Firewall state.","CIS: 9.1.1; CSC v8: 4.5; CSC v7: 9.4; PCI-DSS: 1.1.4; SOC2: CC6.6; CMMC: AC.L1-3.1.20"
"26117","26117","Ensure 'Windows Firewall: Domain: Inbound connections' is set to 'Block (default)'.","PASS","","any","not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile | not r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile -> DefaultInboundAction | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile -> DefaultInboundAction -> 1","This setting determines the behavior for inbound connections that do not match an inbound firewall rule. The recommended state for this setting is: Block (default).","If the firewall allows all traffic to access the system then an attacker may be more easily able to remotely exploit a weakness in a network service.","To establish the recommended configuration via GP, set the following UI path to Block (default): Computer Configuration\\Policies\\Windows Settings\\Security Settings\\Windows Defender Firewall with Advanced Security\\Windows Defender Firewall with Advanced Security\\Windows Firewall Properties\\Domain Profile\\Inbound connections.","CIS: 9.1.2; CSC v8: 4.5; CSC v7: 9.4; PCI-DSS: 1.1.4; SOC2: CC6.6; CMMC: AC.L1-3.1.20"
"26118","26118","Ensure 'Windows Firewall: Domain: Settings: Display a notification' is set to 'No'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile -> DisableNotifications | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile -> DisableNotifications -> 1","Select this option to have Windows Firewall with Advanced Security display notifications to the user when a program is blocked from receiving inbound connections. The recommended state for this setting is: No. Note: When the Apply local firewall rules setting is configured to No, it's recommended to also configure the Display a notification setting to No. Otherwise, users will continue to receive ","Firewall notifications can be complex and may confuse the end users, who would not be able to address the alert.","To establish the recommended configuration via GP, set the following UI path to No: Computer Configuration\\Policies\\Windows Settings\\Security Settings\\Windows Defender Firewall with Advanced Security\\Windows Defender Firewall with Advanced Security\\Windows Firewall Properties\\Domain Profile\\Settings Customize\\Display a notification.","CIS: 9.1.3; CSC v8: 4.5; CSC v7: 9.4; PCI-DSS: 1.1.4; SOC2: CC6.6; CMMC: AC.L1-3.1.20"
"26119","26119","Ensure 'Windows Firewall: Domain: Logging: Name' is set to '%SystemRoot%System32\\logfiles\\firewall\\domainfw.log'.","FAIL","","all","r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging -> LogFilePath | r:HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging -> LogFilePath -> r:System32\\logfiles\\firewall\\domainfw.log","Use this option to specify the path and name of the file in which Windows Firewall will write its log information. The recommended state for this setting is: %SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log.","If Windows Firewall events are not recorded it may be difficult or impossible for Administrators to analyze system issues or unauthorized activities of malicious users. Microsoft stores all firewall events as one file on the system (pfirewall.log). To improve logging, separate each firewall profile (domain, private, public) into its own distinct log file (domainfw.log, privatefw.log, publicfw.log)","To establish the recommended configuration via GP, set the following UI path to %SystemRoot%\\System32\\logfiles\\firewall\\domainfw.log: Computer Configuration\\Policies\\Windows Settings\\Security Settings\\Windows Defender Firewall with Advanced Security\\Windows Defender Firewall with Advanced Security\\Windows Firewall Properties\\Domain Profile\\Logging Customize\\Name.","CIS: 9.1.4; CSC v8: 8.2; CSC v7: 6.3; PCI-DSS: 10.2; CMMC: AU.L2-3.3.1"
